A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
55,Ni,28,14128 86,4 71,4614 87,0 66,*,39 1
55,Cu,29,18296 429,353 94,155 63,*,23 157,58 4442
55,Zn,30,16370 565,449 565,*,640 7426,721 13406,565
56,Ca,20,3619 500,21895 805,41387 400,1815 718,3262 415,15042 805
56,Sc,21,2764 22,742 17,13791 659,32059 28,586 84,11019 13
56,Ti,22,5723 28,202 03,16449 67,470 24,21287 03,121 25
56,V,23,5081 61,200 84,11775 76,239 60,9885 52,176 90
56,Cr,24,8246 61,0 65,13429 39,95 11,1377 46,0 61
56,Mn,25,7270 44,0 13,9090 80,0 39,18268 51,14 91
56,Fe,26,11197 10,0 23,10183 64,0 16,35217 400,5661 35
56,Co,27,10081 84,0 46,5848 07,0 45,52651 500,10924 90
56,Ni,28,16643 01,0 67,7166 63,0 34,*,22 0
56,Cu,29,15078 95,156 27,596 15,14 92,*,09 15
56,Zn,30,18891 565,1043 429,*,565 7256,640 9887,400
56,Ga,31,*,640 *,13593 641,*,707,
57,Sc,21,4214 93,1430 05,14387 1364,36490 38,1304 09,8065 1338
57,Ti,22,2666 90,283 64,16352 34,640 42,26266 21,256 42
57,V,23,6329 89,194 34,12382 37,145 53,14932 11,80 48
57,Cr,24,5311 02,1 23,13658 79,176 90,3559 13,1 22
57,Mn,25,8646 03,1 53,9490 22,1 61,10177 36,1 58
57,Fe,26,7646 07,0 04,10559 27,0 21,27632 200,8241 38
57,Co,27,11376 48,0 57,6027 45,0 45,44335 400,8846 54
57,Ni,28,10247 61,0 52,7332 40,0 59,*,86 0
57,Cu,29,16737 17,14 91,690 32,0 41,*,77 0
57,Zn,30,15232 447,1196 201,*,254 6276,447 12375,200
57,Ga,31,19692 640,3091 565,*,565 3874,565 12047,565
58,Sc,21,1951 1364,15291 565,40952 400,9733 565,8339 500,9937 805
58,Ti,22,5266 325,17403 1319,31045 200,4453 620,3913 497,7113 361
58,V,23,4059 62,120 27,13775 09,271 55,19445 41,89 38
58,Cr,24,7538 42,1 83,14867 32,80 49,8236 94,1 54
58,Mn,25,6412 63,3 09,10591 83,2 90,4159 84,2 76
58,Fe,26,10044 59,0 18,11957 83,1 54,19856 37,50 00
58,Co,27,8572 91,1 18,6954 29,1 13,36307 300,11470 73
58,Ni,28,12216 23,0 50,8172 15,0 43,53148 500,6522 46
58,Cu,29,12430 16,0 63,2872 86,0 67,*,62 0
58,Zn,30,17820 206,2278 83,50 00,*,09 52,18 5799
58,Ga,31,16601 500,1721 361,*,500 4105,500 13742,338
58,Ge,32,*,640 *,7020 707,*,640,
59,Ti,22,2471 283,17923 447,35155 200,6197 1319,4206 620,5966 447
59,V,23,5501 58,184 91,14011 258,24397 69,161 87,6794 42
59,Cr,24,4165 28,216 37,14972 98,234 10,13070 95,216 37
59,Mn,25,7769 08,3 57,10822 49,2 76,833 01,2 39
59,Fe,26,6581 01,0 11,12126 22,2 72,13449 25,0 75
59,Co,27,10453 87,1 10,7363 57,0 35,28470 170,8662 94
59,Ni,28,8999 28,0 05,8598 52,1 11,45287 400,8899 66
59,Cu,29,12761 92,0 56,3418 55,0 39,*,31 0
59,Zn,30,12988 12,50 00,2836 80,0 73,*,14 0
59,Ga,31,18292 345,1250 178,*,263 3506,434 10529,171
59,Ge,32,16861 640,381 500,*,565 7616,640 15166,565
60,Ti,22,4891 361,19316 500,39083 300,3257 500,3530 1338,9809 500
60,V,23,3481 26,273 26,15021 298,28408 35,220 16,8579 298
60,Cr,24,6655 13,290 33,16126 53,252 35,17803 54,193 59
60,Mn,25,5513 93,3 29,12171 15,216 38,5377 20,2 84
60,Fe,26,8819 53,3 39,13176 67,4 13,7238 68,3 43
60,Co,27,7491 92,0 07,8274 47,0 38,22060 200,11215 61
60,Ni,28,11387 73,0 05,9532 38,0 20,37383 300,6084 85
60,Cu,29,10058 13,1 62,4477 40,1 57,52875 400,12594 41
60,Zn,30,15030 11,0 71,5104 98,0 41,*,19 0
60,Ga,31,13902 263,336 200,*,206 2176,283 13365,200
60,Ge,32,19291 500,619 345,*,424 7216,500 11107,361
60,As,33,*,565 *,12321 640,*,565,
61,Ti,22,2091 500,19587 640,42571 400,4664 565,3390 565,8784 640
61,V,23,5335 79,920 94,15466 943,32391 64,894 23,5714 916
61,Cr,24,3876 97,218 51,16522 24,242 36,21746 68,101 34
61,Mn,25,6845 50,3 29,12361 52,193 61,10241 94,2 52
61,Fe,26,5578 79,4 29,13241 53,3 50,2571 59,16 11
61,Co,27,9319 07,0 82,8774 02,3 49,15763 41,38 00
61,Ni,28,7820 10,0 05,9860 57,0 22,30862 300,8718 61
61,Cu,29,11710 24,1 85,4799 91,0 97,45084 300,9883 45
61,Zn,30,10245 88,15 91,5292 74,15 98,*,23 15
61,Ga,31,15616 204,249 29,38 00,*,70 38,00 28
61,Ge,32,14341 424,1058 361,*,345 4956,424 14586,304
61,As,33,19502 500,2901 424,*,500 4956,583 12286,424
62,V,23,3041 943,16416 499,35948 299,7564 423,4898 359,9528 499
62,Cr,24,6491 05,179 45,17677 50,906 42,25851 36,148 10
62,Mn,25,4853 15,6 94,13337 70,101 55,14263 47,6 57
62,Fe,26,8028 87,3 82,14424 90,3 64,2289 92,2 86
62,Co,27,6597 53,18 58,9792 76,18 76,9437 38,18 58
62,Ni,28,10595 73,0 31,11137 23,0 73,25006 140,5614 79
62,Cu,29,8874 68,1 07,5854 49,0 57,38467 300,12396 50
62,Zn,30,12890 39,15 91,6472 88,1 05,*,97 1
62,Ga,31,12923 56,38 00,2926 97,15 91,*,24 0
62,Ge,32,16452 331,1895 145,*,244 3116,220 11122,140
62,As,33,15492 424,1750 424,*,424 3586,500 15086,345
63,V,23,4485 499,16679 565,39961 400,5170 565,5304 500,12192 640
63,Cr,24,3183 83,387 49,17820 466,29505 30,358 07,5209 76
63,Mn,25,6434 41,7 53,13281 06,148 15,18692 70,3 75
63,Fe,26,4828 89,5 13,14400 63,7 83,6577 78,4 58
63,Co,27,8498 48,26 26,10262 36,18 78,5304 35,18 62
63,Ni,28,6837 77,0 06,11377 46,18 57,18591 56,37 26
63,Cu,29,10863 64,0 48,6122 40,0 06,32080 200,9352 96
63,Zn,30,9116 74,1 61,6714 94,1 62,*,47 1
63,Ga,31,12631 50,1 46,2668 09,1 45,*,62 15
63,Ge,32,13252 145,2223 28,37 27,*,25 53,21 2467
63,As,33,17251 361,951 244,*,361 1546,361 11737,283
64,V,23,2501 565,17859 640,43473 400,6891 565,4894 565,11605 721
64,Cr,24,5543 60,567 03,18879 594,33619 16,439 67,2707 531
64,Mn,25,4173 30,5 14,14270 53,358 09,22435 51,3 57
64,Fe,26,7405 24,6 61,15371 46,6 25,11034 47,5 06
64,Co,27,6012 21,27 29,11445 68,20 46,959 51,20 06
64,Ni,28,9657 46,0 20,12536 45,18 57,12783 43,3 76
64,Cu,29,7916 11,0 10,7200 74,0 10,25892 203,12032 58
64,Zn,30,11861 93,1 48,7713 23,0 65,39304 503,7494 22
64,Ga,31,10357 05,1 93,3908 39,2 07,*,96 1
64,Ge,32,15465 60,37 45,5057 37,3 95,*,22 3
64,As,33,14103 285,100 200,*,247 1309,362 13249,207
64,Se,34,*,541 *,8331 586,4936 586,12306 586,
65,Cr,24,2811 532,19189 500,36906 300,4381 500,2121 423,10073 500
65,Mn,25,6049 62,5 14,14776 55,439 68,26296 32,3 78
65,Fe,26,4319 67,7 16,15517 83,6 22,14694 12,5 15
65,Co,27,7464 19,20 11,11504 62,5 43,3472 31,2 24
65,Ni,28,6098 08,0 14,12622 33,20 00,8647 47,2 22
65,Cu,29,9910 43,0 67,7453 71,0 69,20326 61,84 77
65,Zn,30,7979 32,0 17,7776 44,0 66,32892 300,10378 54
65,Ga,31,11896 00,1 58,3942 46,0 64,*,70 1
65,Ge,32,10234 04,4 31,4934 37,2 59,*,68 2
65,As,33,15476 220,89 47,84 85,*,97 92,59 333
65,Se,34,14391 586,776 362,*,361 3835,424 14367,331
66,Cr,24,4572 500,20229 640,41286 400,2311 565,2034 565,13323 640
66,Mn,25,3854 37,11 78,15820 300,29507 89,11 20,7440 18
66,Fe,26,6921 26,6 55,16389 47,5 54,18831 32,4 17
66,Co,27,5294 65,14 13,12479 61,14 88,7315 13,14 02
66,Ni,28,8951 92,1 48,14110 06,2 51,4399 25,2 78
66,Cu,29,7065 93,0 09,8421 56,0 71,14233 20,5 72
66,Zn,30,11058 46,0 92,8924 47,0 93,27239 200,7236 19
66,Ga,31,9137 47,1 32,5100 61,1 22,*,16 1
66,Ge,32,13200 13,3 23,6238 50,2 54,*,59 2
66,As,33,13159 34,84 96,2835 83,6 08,*,22 6
66,Se,34,16712 361,2012 217,*,285 3296,283 10907,204
67,Cr,24,2032 565,20359 640,45062 400,3810 640,2504 565,12009 721
67,Mn,25,4781 300,16029 500,33859 300,5470 424,4884 532,11494 500
67,Fe,26,3613 63,270 32,16148 74,270 52,22270 16,270 29
67,Co,27,6984 56,15 39,12542 91,7 64,11557 27,6 55
67,Ni,28,5807 71,3 21,14623 12,14 27,1084 45,5 48
67,Cu,29,9132 56,1 08,8602 20,1 66,10732 29,1 00
67,Zn,30,7052 47,0 23,8911 01,0 94,21300 02,67 07
67,Ga,31,11226 70,1 39,5268 86,1 13,34089 400,9743 78
67,Ge,32,9122 51,5 24,6223 54,4 77,*,08 4
67,As,33,12633 47,5 70,2269 16,2 44,*,80 2
67,Se,34,12991 211,1844 18,67 31,*,57 108,09 2184
67,Br,35,*,447 *,10940 500,1226 642,12388 448,
68,Mn,25,2991 500,16989 565,37187 400,7051 565,4704 500,10954 640
68,Fe,26,5948 08,454 39,17316 473,26520 18,365 26,3974 28
68,Co,27,4680 21,189 61,13609 48,330 10,15155 33,189 50
68,Ni,28,7792 45,4 15,15431 01,7 10,3514 97,3 52
68,Cu,29,6318 84,1 82,9113 33,3 29,6672 52,2 43
68,Zn,30,10198 10,0 19,9976 55,0 85,15817 65,0 93
68,Ga,31,8278 26,1 65,6494 65,1 22,28295 259,12523 97
68,Ge,32,12391 88,5 02,7388 71,2 22,*,68 2
68,As,33,10378 61,1 90,3525 26,5 01,*,32 3
68,Se,34,15680 47,67 07,4891 19,0 66,*,44 5
68,Br,35,14072 476,500 250,*,327 908,396 13792,272
69,Mn,25,4462 565,17260 640,40966 400,4621 565,4814 565,13513 640
69,Fe,26,3614 541,17939 565,29388 400,5141 500,2585 400,8663 565
69,Co,27,6419 81,235 91,14081 21,391 35,19048 65,140 51
69,Ni,28,4586 15,4 77,15336 95,189 53,7122 01,3 95
69,Cu,29,8240 50,2 11,9561 37,3 29,2624 04,32 03
69,Zn,30,6482 07,0 16,10139 78,1 77,11983 14,1 69
69,Ga,31,10313 13,1 86,6609 69,1 42,23068 34,42 02
69,Ge,32,8193 19,2 29,7303 64,1 94,34666 401,10489 19
69,As,33,12288 97,32 05,3422 35,32 05,*,87 32
69,Se,34,10316 58,1 57,4829 16,2 37,*,33 1
69,Br,35,15539 262,641 00,42 00,*,62 79,13 265
69,Kr,36,*,477 *,11067 566,*,448,
70,Mn,25,2801 640,18209 707,43476 500,6010 707,4044 640,13203 781
70,Fe,26,5552 565,19029 565,33055 400,2581 565,1814 500,12183 565
70,Co,27,4422 331,14889 500,22280 300,7568 473,3845 404,7523 424
70,Ni,28,7306 53,4 30,16223 67,140 52,11348 02,2 30
70,Cu,29,5311 48,1 77,10286 69,3 88,1365 50,50 02
70,Zn,30,9218 21,2 05,11117 49,2 37,7634 84,2 49
70,Ga,31,7653 65,0 17,7781 27,1 43,17484 52,14 95
70,Ge,32,11532 53,1 56,8523 04,1 46,29462 200,7234 92
70,As,33,9301 02,59 37,4530 18,50 02,*,72 50
70,Se,34,13566 50,2 17,6106 69,32 04,*,43 2
70,Br,35,13237 47,44 57,2279 88,14 98,*,63 14
70,Kr,36,16737 448,2130 205,*,327 3446,447 11126,211
71,Fe,26,2991 565,19219 640,35899 400,4052 565,1814 565,10984 640
71,Co,27,5812 553,15149 613,25769 21,465 03,5370 613,3981 04
71,Ni,28,4263 68,3 10,16066 300,14500 27,2 39,5583 74
71,Cu,29,7806 07,1 84,10786 24,2 61,5181 97,4 43
71,Zn,30,5835 36,3 19,11641 38,2 87,4182 27,3 85
71,Ga,31,9300 31,1 45,7863 37,2 08,13636 72,5 46
71,Ge,32,7415 94,0 11,8285 33,1 46,23579 29,128 77
71,As,33,11622 54,50 17,4620 19,4 08,35833 400,9918 37
71,Se,34,9287 93,3 21,6093 60,50 09,*,47 32
71,Br,35,13148 12,15 85,1861 50,5 63,*,09 5
71,Kr,36,13298 238,2190 56,129 63,*,07 135,45 2672
71,Rb,37,*,447 *,11085 566,*,476,
72,Fe,26,5072 640,20149 707,39715 500,1781 707,1204 640,14204 707
72,Co,27,3901 613,16059 565,28389 400,7021 565,3694 565,9783 565
72,Ni,28,6891 15,3 16,17145 11,465 04,18359 84,2 24
72,Cu,29,5143 19,2 04,11665 74,2 64,8446 80,4 32
72,Zn,30,8888 03,3 41,12723 33,2 61,277 31,2 90
72,Ga,31,6520 47,0 19,8548 49,2 78,9526 55,1 31
72,Ge,32,10750 72,0 84,9735 74,0 82,18645 33,8 01
72,As,33,8408 02,5 83,5612 27,4 17,29900 500,13042 88
72,Se,34,12792 99,3 41,7264 05,4 60,*,50 50
72,Br,35,10630 64,5 50,3204 21,2 98,*,95 1
72,Kr,36,15684 69,129 02,4727 13,9 66,*,85 16
72,Rb,37,14341 640,708 517,*,539 1031,641 13576,502
73,Co,27,5290 565,16277 640,32281 400,4722 565,3956 565,12272 640
73,Ni,28,3953 41,3 30,17198 400,21189 37,2 42,4972 58
73,Cu,29,7275 75,2 39,12050 35,2 96,11965 31,4 31
73,Zn,30,5519 23,2 84,13099 37,2 33,2633 98,7 65
73,Ga,31,9182 36,1 87,8842 82,2 72,6051 86,7 46
73,Ge,32,6782 94,0 05,9998 20,0 82,14745 77,6 58
73,As,33,10794 27,5 61,5655 82,3 85,24871 200,9664 56
73,Se,34,8430 52,7 68,7286 56,8 47,36277 401,10376 52
73,Br,35,12657 05,7 34,3068 27,7 52,*,84 7
73,Kr,36,10682 49,10 37,4778 98,6 66,*,47 8
73,Rb,37,15823 539,570 200,*,238 117,283 10990,201
73,Sr,38,*,641 *,10821 566,*,448,
74,Co,27,3473 640,17209 707,35229 500,6321 707,3473 640,11604 707
74,Ni,28,6419 196,18327 445,24966 196,2454 445,778 504,11380 445
74,Cu,29,5090 09,6 45,13187 02,6 61,14853 85,6 38
74,Zn,30,8234 63,3 13,14058 25,3 18,6456 49,2 52
74,Ga,31,6421 60,3 43,9745 19,3 53,2761 46,6 56
74,Ge,32,10196 24,0 06,11012 08,1 68,11090 61,2 01
74,As,33,7978 62,4 21,6851 50,1 69,18944 05,3 47
74,Se,34,12057 13,7 42,8549 43,3 85,31386 100,6727 40
74,Br,35,9711 99,9 32,4349 74,9 44,*,83 6
74,Kr,36,13851 40,6 88,5973 33,7 54,*,71 2
74,Rb,37,13906 200,2653 23,7 24,*,37 8,56 724
74,Sr,38,16948 413,2035 224,*,510 3903,412 11146,163
75,Co,27,4901 707,17348 781,38815 500,3961 707,3645 707,14103 781
75,Ni,28,3645 358,18499 583,27827 300,4099 500,1034 500,9953 583
75,Cu,29,6536 45,6 57,13304 196,18562 85,2 49,6347 62
75,Zn,30,4873 51,3 19,13841 67,6 45,9610 57,1 96
75,Ga,31,8486 28,3 85,9996 84,3 49,642 43,4 92
75,Ge,32,6505 84,0 05,11096 32,2 99,7533 34,8 10
75,As,33,10245 46,1 91,6900 72,0 88,15815 50,1 47
75,Se,34,8027 60,0 07,8598 40,1 69,25550 79,220 00
75,Br,35,11890 17,7 24,4182 78,4 28,37287 300,9831 18
75,Kr,36,10063 10,8 35,6324 44,9 99,*,66 10
75,Rb,37,13374 00,3 25,2175 83,2 33,*,86 6
75,Sr,38,13863 242,1991 66,220 02,*,297 3425,546 12968
75,Y,39,*,316 *,10841 500,*,583,
76,Ni,28,5672 500,19270 640,31583 400,1901 640,652 565,13084 640
76,Cu,29,4575 96,7 10,14235 300,21315 39,6 77,8191 196
76,Zn,30,7815 43,2 44,15120 65,2 75,12948 93,1 46
76,Ga,31,5903 38,3 11,11026 70,2 77,3992 43,9 52
76,Ge,32,9427 24,0 05,12037 28,2 42,4199 18,4 01
76,As,33,7328 50,0 07,7723 38,0 89,11812 30,1 29
76,Se,34,11153 79,0 07,9506 73,0 88,21004 31,34 47
76,Br,35,9253 38,10 26,5408 56,9 32,31809 300,12634 94
76,Kr,36,12761 41,9 04,7195 68,5 87,*,25 7
76,Rb,37,11331 70,1 51,3444 43,8 16,*,56 2
76,Sr,38,15700 26,222 69,4317 92,34 49,*,18 34
76,Y,39,14731 424,850 372,*,316 1666,500 13248,361
77,Ni,28,3241 640,19578 781,34413 500,3561 707,885 707,11563 781
77,Cu,29,5719 149,14283 426,25292 149,6117 335,4696 246,10157 522
77,Zn,30,4557 50,2 45,15102 18,6 99,15810 29,1 97
77,Ga,31,7767 02,3 11,10978 30,2 83,7242 46,3 71
77,Ge,32,6071 29,0 05,12205 19,1 96,1043 42,1 96
77,As,33,9696 26,1 91,7992 40,1 69,9085 83,2 14
77,Se,34,7418 86,0 06,9597 08,0 89,16796 05,7 92
77,Br,35,11017 06,9 74,5271 83,2 81,26796 203,9645 48
77,Kr,36,9227 05,4 46,7169 34,9 52,38130 400,9648 37
77,Rb,37,12422 73,1 61,3105 75,4 22,*,94 8
77,Sr,38,11627 11,35 36,4613 33,7 97,*,06 8
77,Y,39,16030 362,520 200,*,299 747,226 11124,203
77,Zr,40,*,500 *,10491 500,*,412,
78,Cu,29,3945 525,14987 709,28319 47,503 10,7844 642,4396 586
78,Zn,30,6765 36,2 77,16148 149,19542 71,1 95,4203 56
78,Ga,31,5784 92,3 08,12205 73,2 74,9746 21,4 05
78,Ge,32,8720 50,3 54,13158 68,4 29,2316 23,3 55
78,As,33,6971 94,9 89,8893 05,9 78,5881 52,10 30
78,Se,34,10497 77,0 17,10398 60,1 70,13852 00,7 45
78,Br,35,8288 67,4 55,6141 64,3 58,21279 298,12510 60
78,Kr,36,12080 15,1 98,8232 44,2 83,33329 400,6821 60
78,Rb,37,10176 24,3 49,4054 95,3 78,*,10 5
78,Sr,38,13441 82,10 87,5632 42,7 57,*,95 7
78,Y,39,13806 361,1659 298,*,300 690,370 10692,298
78,Zr,40,16881 565,1700 448,*,500 4166,500 11415,456
79,Cu,29,5314 586,15140 671,31896 300,5770 583,4754 500,11583 671
79,Zn,30,4020 38,2 95,16223 80,503 01,22485 16,2 24
79,Ga,31,6913 05,2 66,12353 41,2 69,13520 36,2 13
79,Ge,32,5735 86,37 35,13109 61,37 23,4915 66,37 34
79,As,33,8890 43,11 05,9062 97,6 39,2833 06,5 74
79,Se,34,6962 83,0 13,10389 49,9 78,10440 57,8 39
79,Br,35,10687 19,3 72,6331 06,1 03,18250 20,79 18
79,Kr,36,8335 30,3 50,8279 07,5 00,27672 300,9503 36
79,Rb,37,11938 88,3 88,3913 68,2 16,39153 500,10077 26
79,Sr,38,10374 26,11 22,5830 44,8 99,*,41 8
79,Y,39,13716 308,1932 86,79 53,*,41 79,57 1293
79,Zr,40,13992 500,1886 423,*,362 3426,424 13124,302
79,Nb,41,*,640 *,11100 640,*,583,
80,Cu,29,2531 500,15918 721,36015 400,8401 721,5464 640,9539 721
80,Zn,30,6287 63,3 41,17197 300,26110 84,2 76,3559 66
80,Ga,31,4747 31,3 44,13080 34,3 64,16665 33,3 06
80,Ge,32,8080 03,37 24,14276 60,2 77,8358 04,2 17
80,As,33,6649 76,6 27,9976 87,37 33,39 03,3 82
80,Se,34,9913 31,0 98,11412 38,5 24,7448 00,3 60
80,Br,35,7892 28,0 13,7260 50,1 03,14740 84,6 32
80,Kr,36,11522 41,3 53,9114 28,1 16,23533 300,6269 62
80,Rb,37,9443 80,2 84,5022 18,3 95,33755 400,12713 61
80,Sr,38,12905 89,9 07,6797 44,4 07,*,77 4
80,Y,39,11401 64,79 42,2960 23,10 45,*,60 9
80,Zr,40,15661 424,3831 310,*,423 3057,362 9090,300
80,Nb,41,14841 640,1061 500,*,565 1517,565 13665,448
81,Zn,30,2622 37,5 66,17289 400,30189 32,5 13,6251 300
81,Ga,31,6475 60,4 36,13268 31,4 16,20349 08,3 41
81,Ge,32,4827 70,2 90,14356 99,3 54,11404 49,2 32
81,As,33,8390 13,4 25,10286 97,3 34,2923 37,5 57
81,Se,34,6700 85,0 35,11463 47,3 45,4860 86,3 28
81,Br,35,10159 36,1 40,7506 55,1 37,12264 12,5 49
81,Kr,36,7874 15,1 25,9096 16,1 47,20236 04,94 09
81,Rb,37,11352 52,5 25,4852 29,4 93,29096 400,9696 39
81,Sr,38,9287 98,4 67,6641 63,3 64,39778 500,9985 67
81,Y,39,12636 08,8 26,2690 42,6 42,*,78 9
81,Zr,40,11171 314,3600 96,94 29,*,50 122,96 423
81,Nb,41,16011 565,711 500,*,500 647,565 11459,499
81,Mo,42,*,640 *,10611 707,*,640,
82,Zn,30,4185 61,5 89,18183 500,35279 93,3 11,4597 400
82,Ga,31,3374 08,4 06,14020 03,5 58,24567 94,2 61
82,Ge,32,7194 70,3 03,15076 08,3 95,15176 72,2 24
82,As,33,5643 43,4 57,11102 70,4 25,6082 38,4 79
82,Se,34,9276 21,0 97,12349 55,2 66,1583 83,6 01
82,Br,35,7592 94,0 12,8398 64,1 38,9434 57,5 58
82,Kr,36,10966 92,1 07,9903 72,0 98,16960 50,11 18
82,Rb,37,8802 45,5 75,5780 59,3 19,24098 300,12416 35
82,Sr,38,12553 24,6 76,7842 35,7 74,35640 400,6876 22
82,Y,39,10422 50,7 71,3824 94,6 33,*,17 6
82,Zr,40,14242 46,94 74,5207 35,12 42,*,67 12
82,Nb,41,13801 500,1919 314,*,424 456,424 11374,310
82,Mo,42,16691 640,1299 565,*,565 3856,640 12047,500
83,Ga,31,4397 72,3 56,14232 14,4 03,29756 59,4 61
83,Ge,32,3632 68,3 30,15334 69,3 43,19014 20,2 43
83,As,33,7635 22,4 66,11543 23,3 58,9401 31,3 64
83,Se,34,5817 97,3 00,12524 08,4 81,1457 08,7 48
83,Br,35,9586 37,3 92,8708 80,3 80,6808 04,19 01
83,Kr,36,7470 17,0 01,9780 94,0 97,14078 98,6 43
83,Rb,37,10954 14,3 80,5767 82,2 33,21514 55,150 92
83,Sr,38,8858 87,9 09,7898 77,7 47,30458 401,9369 87
83,Y,39,12212 89,19 42,3484 58,19 57,40886 501,10033 27
83,Zr,40,10351 68,12 90,5136 53,8 46,*,06 8
83,Nb,41,13537 336,1213 77,151 32,*,86 177,83 1668
83,Mo,42,14041 566,1539 500,*,566 3056,566 13667,500
83,Tc,43,*,640 *,11141 707,*,640,
84,Ga,31,2902 200,15087 361,33695 202,8937 200,6976 200,7021 539
84,Ge,32,5243 31,3 99,16180 28,4 10,24290 91,3 17
84,As,33,4255 55,4 22,12166 10,3 99,13905 40,3 86
84,Se,34,8678 51,3 61,13567 37,3 41,4701 85,2 32
84,Br,35,6840 69,26 01,9731 52,25 91,3888 65,26 09
84,Kr,36,10520 02,0 01,10714 60,3 79,11017 65,5 50
84,Rb,37,8759 65,3 20,7057 30,2 19,18540 25,13 22
84,Sr,38,11923 28,6 95,8867 91,2 64,26479 298,6249 04
84,Y,39,9760 08,19 12,4385 80,8 07,36194 400,12826 43
84,Zr,40,13581 35,8 46,6504 99,19 42,*,21 7
84,Nb,41,11733 95,151 46,2596 03,14 54,*,38 17
84,Mo,42,15901 499,3903 334,*,423 2946,499 8936,313
84,Tc,43,14452 640,1351 566,*,565 1086,640 14307,565
85,Ga,31,3833 359,15209 499,38726 298,7152 423,7329 298,8883 670
85,Ge,32,3046 31,4 89,16325 200,28356 91,4 23,6844 51
85,As,33,5406 90,4 41,12329 69,4 41,18978 19,3 08
85,Se,34,4537 23,3 26,13849 05,4 10,8689 64,3 84
85,Br,35,8863 70,25 91,9916 72,3 64,733 35,19 21
85,Kr,36,7112 31,2 00,10986 22,25 81,8305 14,6 73
85,Rb,37,10479 68,2 19,7016 97,0 00,15887 65,4 10
85,Sr,38,8525 03,3 01,8633 29,3 55,23593 53,16 08
85,Y,39,12019 01,19 45,4481 52,19 01,31992 400,9666 29
85,Zr,40,9824 82,8 46,6569 73,7 73,42225 500,9741 28
85,Nb,41,13132 28,13 67,2146 96,6 86,*,78 7
85,Mo,42,11411 298,3580 01,20 51,*,14 151,73 556
85,Tc,43,16221 565,1031 499,*,566 616,565 11886,500
85,Ru,44,*,640 *,11081 707,*,640,
86,Ge,32,4347 82,437 82,16840 530,33865 74,437 80,5398 481
86,As,33,3844 32,4 62,13127 69,5 08,23784 85,3 46
86,Se,34,6160 85,3 62,14602 99,3 97,14019 92,2 52
86,Br,35,5128 10,4 35,10507 59,4 03,3650 84,14 47
86,Kr,36,9856 65,2 00,11979 17,3 08,5296 65,3 57
86,Rb,37,8650 98,0 20,8555 63,2 01,13612 94,5 50
86,Sr,38,11491 13,2 81,9644 73,0 01,20412 84,3 73
86,Y,39,9512 28,23 66,5468 78,14 42,27713 300,12077 29
86,Zr,40,12865 14,7 35,7415 86,19 30,38199 400,6636 22
86,Nb,41,10925 70,6 86,3247 84,8 46,*,44 7
86,Mo,42,14671 81,16 27,5119 54,5 54,*,28 13
86,Tc,43,13792 500,1350 300,*,423 366,500 11632,336
86,Ru,44,16892 640,1209 565,*,565 3586,640 12216,566
87,Ge,32,2750 531,17288 500,36631 300,6482 423,4873 361,6502 500
87,As,33,4727 08,4 56,13506 96,437 81,28979 88,2 98
87,Se,34,3994 28,3 37,14752 95,4 11,18453 94,2 24
87,Br,35,6330 74,4 41,10677 48,4 04,9126 70,3 37
87,Kr,36,5515 17,0 25,12366 24,3 09,1362 38,4 15
87,Rb,37,9922 11,0 20,8621 10,0 01,10723 30,6 80
87,Sr,38,8428 29,0 01,9422 04,0 20,17995 26,2 86
87,Y,39,11806 60,14 19,5784 26,1 13,25328 33,4 34
87,Zr,40,9449 44,5 47,7353 02,14 74,33827 400,9205 79
87,Nb,41,12811 75,8 74,3194 44,7 68,*,51 9
87,Mo,42,10845 88,4 70,5039 72,6 20,*,67 5
87,Tc,43,14191 300,868 77,5 61,*,51 16,38 1344
87,Ru,44,13821 565,1239 500,*,565 2956,565 14296,499
88,As,33,3173 196,13931 358,31889 196,9391 480,7268 196,5224 357
88,Se,34,5529 39,4 03,15555 26,4 49,24037 42,3 36
88,Br,35,4895 60,4 48,11578 80,3 88,13583 06,3 51
88,Kr,36,7053 08,2 62,13088 58,4 11,3937 59,6 00
88,Rb,37,6082 52,0 16,9188 44,0 29,6435 41,58 81
88,Sr,38,11112 87,0 01,10612 80,0 01,15235 07,3 82
88,Y,39,9351 96,1 88,6707 92,1 50,22617 70,149 05
88,Zr,40,12353 05,6 81,7899 47,5 52,29289 300,6365 02
88,Nb,41,10370 42,59 20,4115 42,58 96,39313 404,12506 23
88,Mo,42,13873 05,4 77,6101 03,7 80,*,32 6
88,Tc,43,12062 59,149 10,2085 48,149 07,*,74 149
88,Ru,44,16891 500,3939 300,*,424 3626,500 8817,300
88,Rh,45,*,565 *,13621 565,1046 640,14636 565,
89,As,33,4150 357,13949 499,34914 298,7991 423,7466 530,7072 499
89,Se,34,3179 51,5 01,15562 196,27216 63,3 73,7336 32
89,Br,35,5629 62,4 55,11679 04,4 68,19434 09,3 64
89,Kr,36,4915 82,3 38,13108 80,3 83,8339 78,3 75
89,Rb,37,7174 71,5 43,9310 07,6 02,1087 18,24 25
89,Sr,38,6358 72,0 09,10888 99,0 18,11194 08,3 91
89,Y,39,11480 65,2 20,7075 71,1 61,20313 50,4 15
