A,elt,Z,S(n),S(p),Q(4B-),"Q(d,a)","Q(p,a)","Q(n,a)"
141,Dy,66,10624 499,2189 854,*,422 3150,422 16064,357
141,Ho,67,13177 643,1176 78,7 43,*,643 5431,643 14950
0142,Te,52,3954 643,14549 709,31472 503,8280 780,8283 643,2283 709
142,I,53,2914 64,374 80,11572 548,25254 24,374 51,12517 05
142,Xe,54,5103 66,3 95,12591 95,16 06,19303 55,3 69
142,Cs,55,4108 34,11 60,9606 22,7 63,13272 93,7 26
142,Ba,56,6180 95,7 96,10653 71,10 94,8107 72,6 06
142,La,57,5163 91,7 44,7580 57,8 24,1117 82,24 42
142,Ce,58,7171 59,2 52,8890 52,4 66,5546 72,3 57
142,Pr,59,5843 15,0 08,5643 53,1 20,12474 01,30 16
142,Nd,60,9828 67,3 15,7223 31,1 42,18990 47,27 98
142,Pm,61,8690 44,27 42,4238 38,23 82,24582 53,700 95
142,Sm,62,11123 88,8 95,5752 52,14 31,28867 729,9938 05
142,Eu,63,9459 16,32 69,2668 53,31 31,34063 402,14853 27
142,Gd,64,11806 61,34 23,4322 86,30 67,38930 501,10737 23
142,Tb,65,10090 00,708 42,624 26,700 84,*,56 701
142,Dy,66,12808 787,2868 736,*,1082 2875,787 13158,754
142,Ho,67,10957 567,843 499,*,566 5255,643 16526,499
142,Er,68,*,641 *,11940 709,*,709,
0143,Te,52,1979 711,*,503 9543,709 8525,780 *,
143,I,53,3932 425,11550 541,27541 200,10567 448,10810 210,1045 629
143,Xe,54,3044 55,5 38,12721 86,374 49,21403 80,5 29
143,Cs,55,5232 28,10 36,9734 84,8 04,15392 74,7 81
143,Ba,56,4166 25,8 98,10711 62,9 78,10065 04,6 89
143,La,57,6218 61,9 56,7618 22,9 42,4789 14,7 88
143,Ce,58,5144 80,0 09,8871 41,5 85,2089 52,3 30
143,Pr,59,7352 09,1 92,5824 03,1 87,8826 95,11 15
143,Nd,60,6123 57,0 07,7503 73,1 42,15770 93,200 31
143,Pm,61,9889 92,23 78,4299 64,2 68,22541 47,51 32
143,Sm,62,8602 00,3 58,5664 08,23 75,27348 21,13 34
143,Eu,63,10999 15,32 10,2543 80,11 41,32194 298,12403 41
143,Gd,64,9343 10,202 24,4206 80,202 56,36971 447,12405 13
143,Tb,65,11930 99,702 43,748 64,58 36,*,85 54
143,Dy,66,10121 729,2898 40,700 68,*,70 106,06 3177
143,Ho,67,12869 499,783 787,*,422 5647,499 14081,854
143,Er,68,11302 640,1299 566,*,566 2863,642 17216,566
0144,I,53,2721 448,12291 643,29570 401,11801 643,10071 566,524 641
144,Xe,54,4740 74,7 06,13531 200,23559 58,6 04,8608 50
144,Cs,55,3667 16,21 51,10357 45,20 66,17479 16,20 32
144,Ba,56,5901 24,9 83,11380 58,10 41,11980 84,7 27
144,La,57,4749 45,14 87,8201 43,14 59,6566 44,13 27
144,Ce,58,6896 52,3 36,9549 33,7 84,1533 66,2 66
144,Pr,59,5753 59,2 76,6432 82,3 26,5131 38,11 07
144,Nd,60,7817 04,0 05,7968 68,1 37,11988 45,27 98
144,Pm,61,6526 76,1 53,4702 83,2 65,19047 91,28 10
144,Sm,62,10519 70,2 35,6293 86,2 71,25395 45,7 34
144,Eu,63,9449 15,15 40,3390 95,11 06,31009 62,13 72
144,Gd,64,11599 52,202 24,4807 17,30 03,35152 198,10264 77
144,Tb,65,10020 31,58 36,1425 85,202 24,40109 401,15302 14
144,Dy,66,12472 46,14 88,3439 87,51 73,*,24 700
144,Ho,67,10633 298,270 46,15 55,*,729 5637,298 15577
144,Er,68,13419 445,1849 357,*,446 2621,446 14421,357
144,Tm,69,*,00 16,00 *,16481 640,*,566
0145,I,53,3731 643,*,503 10049,711 10295,711 *,
145,Xe,54,2692 35,12 37,13502 401,25573 69,35 70,9848 201
145,Cs,55,4854 38,21 58,10471 09,10 51,19571 52,11 56
145,Ba,56,3820 37,11 08,11533 79,21 84,13915 78,8 59
145,La,57,6056 98,17 83,8357 17,14 19,8432 16,12 59
145,Ce,58,4706 47,33 99,9506 34,36 29,3584 30,33 90
145,Pr,59,6946 74,7 44,6483 04,7 48,1634 43,7 58
145,Nd,60,5755 31,0 23,7970 41,2 41,8505 63,19 76
145,Pm,61,7922 70,1 53,4808 49,2 53,14879 06,109 21
145,Sm,62,6757 10,0 30,6524 20,2 67,22408 72,6 71
145,Eu,63,10443 69,11 15,3314 94,2 71,28871 40,8 07
145,Gd,64,9238 13,34 20,4596 16,22 47,33686 201,12025 79
145,Tb,65,12091 55,112 69,1917 88,112 69,38806 224,12553 70
145,Dy,66,9743 83,9 69,3163 39,28 70,*,39 51
145,Ho,67,12581 91,11 29,161 01,10 34,*,64 15
145,Er,68,10704 280,1920 200,*,359 2874,448 16526,756
145,Tm,69,13395 445,1736 10,7 07,*,445 5311,537 15314
0146,Xe,54,4532 93,26 67,14305 504,27680 45,29 20,8036 401
146,Cs,55,3327 27,9 52,11106 01,11 55,21370 63,34 94
146,Ba,56,5502 23,22 52,12181 64,22 75,15978 78,20 91
146,La,57,4286 28,35 78,8823 08,34 67,10404 03,33 89
146,Ce,58,6639 68,37 62,10089 04,20 41,5360 92,16 59
146,Pr,59,5126 38,35 53,6902 95,48 59,436 54,35 32
146,Nd,60,7565 23,0 09,8588 90,7 04,4840 08,3 92
146,Pm,61,6258 15,4 80,5311 33,4 12,11690 70,45 04
146,Sm,62,8416 31,2 85,7017 81,3 75,18441 39,7 37
146,Eu,63,7197 35,6 53,3755 19,5 95,25879 32,8 93
146,Gd,64,11230 78,20 13,5383 25,4 70,31763 77,7 86
146,Tb,65,9446 52,118 03,2126 26,49 00,36708 205,14706 70
146,Dy,66,12383 64,9 35,3455 48,109 38,*,07 28
146,Ho,67,10189 43,9 95,284 59,9 27,*,67 9
146,Er,68,13153 200,2490 88,10 02,*,31 10,81 2590
146,Tm,69,11544 280,895 70,5 66,*,280 5069,447 16639
0147,Xe,54,2476 202,*,200 9290,541 7784,448 *,
147,Cs,55,4681 01,8 87,11254 09,25 63,23524 00,17 94
147,Ba,56,3388 26,28 73,12242 63,19 96,17882 72,19 80
147,La,57,5699 42,35 28,9020 27,23 45,12363 87,10 80
147,Ce,58,4449 82,18 42,10252 58,34 69,7252 46,8 67
147,Pr,59,6834 38,38 25,7097 65,22 74,2100 69,16 02
147,Nd,60,5292 20,0 09,8754 71,34 83,2789 80,1 46
147,Pm,61,7659 27,4 13,5405 36,0 48,8299 59,8 12
147,Sm,62,6341 36,2 83,7101 02,4 12,15070 32,8 95
147,Eu,63,8498 53,6 35,3837 42,3 61,21787 66,5 65
147,Gd,64,7342 48,4 03,5528 37,6 07,28749 14,38 24
147,Tb,65,11050 37,45 52,1945 85,8 63,34768 26,10 60
147,Dy,66,9712 44,11 10,3721 40,45 73,*,18 109
147,Ho,67,12590 19,8 27,491 14,8 36,*,31 8
147,Er,68,10357 11,38 78,2658 56,38 76,*,10 38
147,Tm,69,12990 200,1058 64,3 20,*,200 5497,196 14281
0148,Xe,54,4312 361,*,300 *,7203 586,*,
148,Cs,55,3062 19,15 50,11840 201,25624 48,19 91,11754 81
148,Ba,56,5401 02,66 10,12962 64,63 63,19814 26,63 12
148,La,57,4101 66,22 22,9733 68,27 73,14156 98,20 29
148,Ce,58,6455 83,14 10,11008 99,15 49,8937 86,11 26
148,Pr,59,5162 67,21 84,7810 50,17 31,3763 91,18 05
148,Nd,60,7332 56,1 66,9252 90,15 94,1138 67,1 84
148,Pm,61,5894 77,5 65,6007 94,5 65,6328 63,13 70
148,Sm,62,8141 23,0 26,7582 97,0 38,11476 71,8 81
148,Eu,63,6825 89,10 25,4321 95,10 02,18308 17,84 43
148,Gd,64,8983 70,1 23,6013 54,2 36,24790 34,10 36
148,Tb,65,7865 73,14 85,2469 11,12 59,31772 05,16 13
148,Dy,66,11734 83,12 43,4405 86,11 89,37529 400,10614 87
148,Ho,67,10305 38,83 98,1084 09,84 30,*,57 84
148,Er,68,12942 50,39 54,3010 87,11 40,*,04 12
148,Tm,69,10861 94,12 32,553 81,39 54,*,79 12
148,Yb,70,*,400 *,11436 447,2116 445,14556 447,
0149,Cs,55,4411 400,11939 500,27789 400,9820 447,9569 400,*
149,Ba,56,3597 89,442 32,13498 34,438 00,21255 16,437 81
149,La,57,5582 50,201 21,9915 15,209 96,15844 34,200 28
149,Ce,58,4342 82,15 18,11250 15,22 00,10465 82,10 33
149,Pr,59,6575 26,17 99,7929 93,14 93,5401 75,10 63
149,Nd,60,5038 79,0 07,9129 01,15 09,751 55,3 57
149,Pm,61,7269 86,5 88,5945 23,2 45,4575 59,3 98
149,Sm,62,5870 79,0 89,7558 99,5 57,9439 83,9 19
149,Eu,63,8213 10,10 70,4393 82,3 83,14794 53,12 58
149,Gd,64,6929 00,3 13,6116 65,10 47,21385 40,28 15
149,Tb,65,9022 90,12 93,2508 31,3 35,27606 196,14579 08
149,Dy,66,7907 68,12 09,4447 80,15 05,34497 300,13757 56
149,Ho,67,11726 74,84 69,1076 00,12 43,*,27 14
149,Er,68,10333 94,29 76,3039 43,88 37,*,28 28
149,Tm,69,13189 196,307 196,*,199 5303,196 13002,196
149,Yb,70,10939 500,1722 300,*,300 2721,361 16770,300
0150,Cs,55,2991 565,*,400 11141,500 9054,447 *,
150,Ba,56,4851 531,13939 500,23780 300,7722 300,6884 300,1894 361
150,La,57,3981 37,479 31,10298 63,617 50,17467 17,435 93
150,Ce,58,6248 26,15 55,11915 91,200 60,12204 28,11 76
150,Pr,59,5332 43,13 37,8919 54,13 65,6491 75,10 96
150,Nd,60,7375 61,1 87,9929 36,9 96,2084 18,6 01
150,Pm,61,5604 20,20 09,6510 64,20 09,2491 42,21 31
150,Sm,62,7986 72,0 38,8275 85,1 91,7741 54,4 26
150,Eu,63,6422 44,7 21,4945 47,6 19,12846 35,15 46
150,Gd,64,8708 24,6 75,6611 79,7 07,17932 62,18 22
150,Tb,65,7688 37,8 05,3267 68,7 94,24615 196,15874 41
150,Dy,66,9685 01,10 00,5109 90,5 29,30671 300,11938 29
150,Ho,67,8370 62,18 55,1538 94,16 87,37306 300,16624 48
150,Er,68,12161 01,32 81,3473 70,20 95,*,65 85
150,Tm,69,10680 277,38 198,*,196 4981,199 14913,196
150,Yb,70,13511 424,2045 358,*,300 2200,300 13616,302
150,Lu,71,*,60 2,31 *,16401 500,*,300
0151,Cs,55,4131 640,*,500 *,9235 583,*,
151,Ba,56,3111 500,14059 565,26003 400,9021 565,6835 400,693 500
151,La,57,5251 68,615 85,10699 529,20075 73,435 50,10520 78
151,Ce,58,4449 51,21 21,12384 06,435 83,13351 23,17 74
151,Pr,59,6550 47,14 73,9221 75,16 51,7873 22,11 69
151,Nd,60,5334 55,0 10,9931 48,9 09,3245 75,2 83
151,Pm,61,7860 24,20 49,6995 28,4 47,1762 56,5 99
151,Sm,62,5596 46,0 11,8268 11,20 00,5823 87,3 15
151,Eu,63,7931 94,6 18,4890 69,0 55,11030 12,8 34
151,Gd,64,6496 12,6 61,6685 47,6 76,15922 45,16 75
151,Tb,65,8589 10,8 31,3148 54,7 17,20850 75,19 84
151,Dy,66,7514 12,5 03,4935 65,7 88,27210 06,300 51
151,Ho,67,9748 17,16 36,1602 11,8 94,33514 300,14783 98
151,Er,68,8506 29,23 81,3609 37,21 73,*,10 20
151,Tm,69,12353 197,230 41,9 02,*,67 34,03 5570
151,Yb,70,10975 425,2340 359,*,359 2086,74 300,67 15583
151,Lu,71,13540 424,1240 97,1 82,*,424 5086,500 14303
0152,Cs,55,2772 707,*,501 *,*,,
152,Ba,56,4842 565,14770 640,28439 400,7170 565,6404 565,*
152,La,57,4051 529,11639 500,21964 301,11321 424,8694 531,393 500
152,Ce,58,5827 201,12959 479,15782 200,7860 479,6104 283,214 481
152,Pr,59,5049 75,21 89,9821 98,25 63,9130 19,18 58
152,Nd,60,7277 74,24 46,10658 75,27 10,4557 51,24 46
152,Pm,61,5939 44,26 27,7600 17,25 89,537 27,47 65
152,Sm,62,8257 64,0 61,8665 51,4 52,4644 73,4 55
152,Eu,63,6306 72,0 10,5600 95,0 54,9283 48,12 58
152,Gd,64,8589 50,2 85,7343 03,0 70,14206 54,8 90
152,Tb,65,7164 73,40 20,3817 15,40 10,18996 64,67 23
152,Dy,66,9436 78,5 24,5783 34,5 94,23847 49,149 78
152,Ho,67,8053 35,15 02,2141 34,12 92,30183 196,16415 63
152,Er,68,10305 41,18 69,4166 61,12 11,*,31 16
152,Tm,69,9018 83,57 41,742 96,56 48,*,85 56
152,Yb,70,12799 36,335 72,2786 60,150 96,*,246 2476
152,Lu,71,11385 358,831 359,*,358 4640,358 16107,277
0153,Ba,56,2831 565,14828 640,30860 400,8471 640,6564 565,*
153,La,57,4841 424,11638 500,24588 300,9591 500,8705 424,2243 500
153,Ce,58,4001 283,12909 361,17650 200,9111 479,6084 479,637 361
153,Pr,59,5881 72,22 02,9877 201,11798 76,11 96,10367 39
153,Nd,60,5252 21,24 64,10861 20,18 74,5552 25,3 00
153,Pm,61,7464 96,27 43,7787 39,26 09,665 51,9 86
153,Sm,62,5868 40,0 13,8594 47,25 89,3416 74,3 91
153,Eu,63,8550 28,0 12,5893 59,0 69,8355 12,5 02
153,Gd,64,6246 95,0 13,7283 27,0 71,12413 95,9 30
153,Tb,65,8667 74,40 18,3895 39,3 85,17340 01,12 58
153,Dy,66,7096 39,5 88,5715 00,40 19,21935 196,13191 37
153,Ho,67,9478 65,13 47,2183 20,6 53,26639 26,150 12
153,Er,68,8039 54,12 23,4152 80,15 17,33168 300,13864 94
153,Tm,69,10324 37,55 34,761 92,12 40,*,76 20
153,Yb,70,9009 246,2777 203,*,197 4147,277 16270,196
153,Lu,71,13022 247,608 57,9 88,*,30 335,87 5130
153,Hf,72,*,358 *,13519 424,2204 424,16985 424,
0154,Ba,56,4422 640,*,503 6821,707 6273,707 *,
154,La,57,3541 424,12349 500,26982 303,10892 500,8274 500,1654 583
154,Ce,58,5381 283,13449 361,20236 200,7781 361,5955 479,1633 447
154,Pr,59,4607 83,113 63,10484 230,13633 14,113 01,11586 230
154,Nd,60,6566 00,52 71,11545 48,53 97,7880 98,52 63
154,Pm,61,5935 47,47 19,8470 65,46 41,1644 33,64 78
154,Sm,62,7966 81,0 85,9096 32,9 10,2061 27,7 46
154,Eu,63,6442 22,0 24,6467 41,0 74,7098 81,8 21
154,Gd,64,8894 72,0 17,7627 70,0 73,11100 93,4 93
154,Tb,65,6914 28,45 46,4562 72,45 30,15729 17,47 55
154,Dy,66,9322 28,8 34,6369 54,8 32,20461 82,18 80
154,Ho,67,7698 53,9 51,2785 34,9 04,24924 196,16189 37
154,Er,68,10207 73,10 39,4881 89,6 82,29935 300,11710 56
154,Tm,69,8525 12,18 73,1247 50,17 13,*,05 16
154,Yb,70,10795 196,3247 72,21 02,*,00 56,72 5704
154,Lu,71,9414 247,204 06,13 96,*,247 6691,359 16704
154,Hf,72,13441 424,1586 335,*,358 2302,424 14518,425
0155,La,57,4472 500,12399 640,29009 400,9250 565,8644 565,3354 640
155,Ce,58,3632 361,13539 424,22411 300,8990 424,6374 424,423 500
155,Pr,59,5381 61,114 31,10485 201,16402 82,17 25,10205 201
155,Nd,60,4530 06,53 43,11467 72,113 38,9786 16,9 23
155,Pm,61,6499 27,46 57,8403 93,52 85,4310 12,10 92
155,Sm,62,5806 96,0 27,8967 81,46 30,1035 27,9 65
155,Eu,63,8151 29,0 40,6651 89,1 17,5778 55,17 48
155,Gd,64,6435 24,0 18,7620 73,0 77,9860 69,6 04
155,Tb,65,9165 06,46 34,4833 07,9 79,14624 14,13 95
155,Dy,66,6832 96,12 13,6288 22,46 31,18652 94,19 21
155,Ho,67,9471 54,19 29,2934 60,18 96,23494 49,25 99
155,Er,68,7675 49,7 59,4858 85,10 08,28039 298,13513 72
155,Tm,69,10270 10,17 44,1309 86,10 75,32698 300,14553 50
155,Yb,70,8641 84,23 96,3364 45,21 98,*,53 20
155,Lu,71,10901 197,98 07,8 47,*,197 8589,39 150
155,Hf,72,9571 423,1744 357,*,334 4116,357 17747,334
155,Ta,73,*,00 15,00 *,14083 424,*,358
0156,La,57,3191 565,*,400 10481,640 8284,565 *,
156,Ce,58,5111 424,14178 500,24541 300,7421 424,6104 424,2704 500
156,Pr,59,4224 201,11076 361,18515 200,11363 283,8206 283,138 361
156,Nd,60,6261 24,200 24,12347 35,200 77,12061 27,200 04
156,Pm,61,5295 03,5 92,9168 89,9 82,5927 15,5 27
156,Sm,62,7240 93,8 50,9709 47,9 76,1168 53,8 47
156,Eu,63,6335 77,3 39,7180 70,3 51,4603 58,60 10
156,Gd,64,8536 35,0 07,8005 79,0 87,8323 20,24 66
156,Tb,65,6912 06,10 46,5309 89,3 68,13256 25,14 77
156,Dy,66,9444 73,9 60,6567 89,9 79,17263 24,9 37
156,Ho,67,7510 74,62 49,3612 39,60 76,21779 42,80 81
156,Er,68,10073 84,25 37,5461 14,30 20,26394 81,151 77
156,Tm,69,8279 95,17 38,1914 33,15 50,30973 298,16481 28
156,Yb,70,10834 43,19 03,3928 78,13 60,*,22 17
156,Lu,71,9225 81,57 44,485 91,56 61,*,34 56
156,Hf,72,11718 334,2560 82,150 99,*,247 5420,00 9
156,Ta,73,10004 423,1019 80,4 27,*,423 6303,423 18158
0157,Ce,58,3182 500,14169 565,26747 400,8711 565,6463 500,1464 640
157,Pr,59,5044 361,11009 424,20919 300,9951 424,8543 361,1364 424
157,Nd,60,4059 22,201 58,12183 202,14361 93,24 95,9664 53
157,Pm,61,6204 72,7 86,9112 37,200 15,8466 39,7 11
157,Sm,62,5388 46,9 63,9802 90,5 69,2746 98,6 82
157,Eu,63,7447 68,5 35,7387 45,9 43,2626 08,23 85
157,Gd,64,6359 88,0 15,8029 90,3 41,7409 83,26 53
157,Tb,65,8743 95,3 69,5517 49,0 33,12054 16,27 97
157,Dy,66,6966 91,5 13,6622 73,6 29,16002 66,12 04
157,Ho,67,9425 19,64 43,3592 84,23 49,20392 31,26 39
157,Er,68,7273 25,36 18,5223 64,65 60,24510 197,13336 71
157,Tm,69,9946 04,31 38,1786 53,37 25,29115 94,152 65
157,Yb,70,8227 49,13 74,3876 32,17 60,33952 400,13914 82
157,Lu,71,10812 30,55 45,463 77,12 44,*,89 20
157,Hf,72,9158 246,2493 203,*,197 5675,95 13,62 16675
157,Ta,73,11803 334,934 60,9 67,*,334 7941,335 15768
157,W,74,*,499 *,15169 500,*,500,
0158,Ce,58,4801 565,*,400 7101,565 6135,565 *,
158,Pr,59,3861 424,11688 500,22925 300,11201 424,8314 424,753 500
158,Nd,60,5664 202,12803 361,16635 200,8224 283,6225 201,628 361
158,Pm,61,4863 48,15 15,9916 64,28 31,10381 46,13 53
158,Sm,62,6643 98,6 57,10242 17,8 52,5157 11,5 43
158,Eu,63,5867 60,11 10,7866 58,11 15,1067 59,28 98
158,Gd,64,7937 39,0 06,8519 61,4 20,5385 74,25 25
158,Tb,65,6778 55,1 02,5936 17,0 99,10767 47,25 26
158,Dy,66,9054 11,5 13,6932 89,2 45,14397 11,8 30
158,Ho,67,7426 08,35 84,4052 01,27 49,18975 40,31 04
158,Er,68,9961 49,36 59,5759 95,34 45,23201 42,30 69
158,Tm,69,8065 24,37 64,2578 53,36 59,27537 198,16219 32
158,Yb,70,10659 66,13 38,4589 94,29 07,32378 300,11535 12
158,Lu,71,8842 98,19 35,1079 26,18 63,*,34 17
158,Hf,72,11271 196,2950 84,21 25,*,96 56,88 5306
158,Ta,73,9645 247,447 65,12 90,*,247 7867,357 17025
158,W,74,12234 500,1328 335,*,423 5159,73 15,31 16184
0159,Pr,59,4830 500,11717 565,24955 400,9553 565,8596 500,2391 565
159,Nd,60,3824 361,12766 424,18754 300,9444 424,6625 361,659 424
159,Pm,61,5536 39,16 77,9789 201,12978 08,10 12,10618 07
159,Sm,62,5028 85,7 66,10407 54,14 69,6959 36,6 13
159,Eu,63,6859 41,11 12,8082 01,6 51,1286 25,5 26
159,Gd,64,5943 21,0 08,8595 22,10 32,4000 40,3 60
159,Tb,65,8133 01,0 64,6131 79,0 76,8961 97,27 97
159,Dy,66,6831 10,2 60,6985 44,1 32,13328 53,17 82
159,Ho,67,9213 26,27 26,4211 16,3 73,17620 93,37 79
159,Er,68,7328 54,25 49,5662 41,27 33,21708 43,17 21
159,Tm,69,9938 52,37 64,2555 56,37 64,26131 25,34 18
159,Yb,70,7899 69,19 33,4424 38,30 87,30544 299,13581 47
159,Lu,71,10567 73,40 59,987 34,38 50,34964 307,14424 10
159,Hf,72,8821 53,24 26,2929 38,22 62,*,73 20
159,Ta,73,11344 197,374 27,9 04,*,197 8241,80 151
159,W,74,9733 423,1417 357,*,334 5430,69 5,81 18169
159,Re,75,*,53 *,15436 502,*,426,
0160,Pr,59,3503 565,*,400 10851,565 8274,565 *,
160,Nd,60,5398 424,13334 500,20808 300,7907 424,6271 424,1557 500
160,Pm,61,4519 201,10484 361,14834 200,11763 283,8324 202,1185 361
160,Sm,62,6098 33,8 37,10969 48,11 64,9437 94,5 98
160,Eu,63,5508 49,10 43,8561 66,11 18,2902 27,17 77
160,Gd,64,7451 62,0 74,9187 43,4 38,1877 51,24 29
160,Tb,65,6375 21,0 13,6563 79,0 77,7534 23,34 29
160,Dy,66,8576 91,1 42,7429 34,1 17,11510 02,7 27
160,Ho,67,7124 51,15 30,4504 57,15 07,16112 79,58 77
160,Er,68,9574 51,24 53,6023 66,24 45,20125 28,26 06
160,Tm,69,7802 95,44 21,3029 96,34 46,24478 33,64 22
160,Yb,70,10395 42,19 11,4881 28,28 87,28836 25,150 00
160,Lu,71,8632 65,68 17,1720 30,59 54,33531 304,16451 11
160,Hf,72,11157 66,19 33,3519 31,38 85,*,05 17
160,Ta,73,9455 86,57 77,260 06,56 86,*,50 57
160,W,74,12103 334,2176 28,151 12,*,247 5130,93 8
160,Re,75,10065 426,1267 07,7 11,*,423 7596,499 18501
0161,Nd,60,3526 500,13357 565,22918 400,9211 565,6606 500,282 565
161,Pm,61,5305 359,10391 423,17226 298,10282 423,8683 359,259 423
161,Sm,62,4508 49,9 01,10959 200,11383 84,6 86,10593 12
161,Eu,63,6382 38,14 07,8845 70,11 95,5405 75,10 64
161,Gd,64,5635 40,1 00,9314 33,9 64,304 22,8 88
161,Tb,65,7696 65,0 55,6808 82,1 04,5562 88,27 98
161,Dy,66,6454 39,0 08,7508 51,1 17,10216 40,15 35
161,Ho,67,8885 86,15 16,4813 51,2 16,14634 93,28 03
161,Er,68,7208 70,25 79,6107 85,17 36,18886 94,24 20
161,Tm,69,9668 00,44 21,3123 45,37 00,23119 71,37 09
161,Yb,70,7748 01,16 87,4826 34,37 54,27284 196,13441 80
161,Lu,71,10363 72,63 32,1688 61,28 87,31722 14,152 50
161,Hf,72,8447 05,24 41,3333 71,61 13,36335 400,14104 74
161,Ta,73,11026 62,59 54,129 02,23 39,*,41 29
161,W,74,9300 246,2021 203,*,197 5475,23 12,38 17193
161,Re,75,12173 334,1197 28,5 34,*,334 7656,335 15973
161,Os,76,*,499 *,15476 503,*,500,
0162,Nd,60,5034 565,*,400 7681,565 6402,565 *,
162,Pm,61,4206 423,11071 500,19306 302,11475 424,8301 424,365 500
162,Sm,62,5929 196,11583 357,13652 196,9183 280,6889 196,924 358
162,Eu,63,4983 19,36 73,9320 41,35 88,7338 14,35 36
162,Gd,64,6845 89,3 93,9777 85,11 14,2054 12,3 99
162,Tb,65,6285 69,36 39,7459 10,36 40,4198 17,44 73
162,Dy,66,8196 99,0 06,8008 86,1 26,8355 13,15 36
162,Ho,67,6915 59,3 61,5274 71,3 11,13209 79,75 10
162,Er,68,9204 23,8 74,6426 22,2 19,17165 51,8 98
162,Tm,69,7650 40,38 21,3565 15,27 48,21697 60,58 38
162,Yb,70,10058 26,21 15,5216 61,31 89,25827 14,23 38
162,Lu,71,8340 73,80 07,2281 32,76 59,30330 210,16041 76
162,Hf,72,10925 65,24 25,3895 63,29 35,34729 300,11811 74
162,Ta,73,9072 51,57 65,754 49,56 90,*,56 53
162,W,74,11515 196,2509 18,30 10,*,29 57,11 5304
162,Re,75,9732 247,765 14,11 27,*,247 7657,357 17584
162,Os,76,12532 500,889 335,*,423 5169,53 16501,423
0163,Pm,61,4951 500,10988 565,21347 400,10049 565,8748 500,1083 565
163,Sm,62,4262 357,11639 423,15661 298,10226 422,7146 359,2060 423
163,Eu,63,5852 80,74 41,9244 206,9893 45,65 55,10897 88
163,Gd,64,5104 80,9 33,9899 46,36 22,3853 84,9 62
163,Tb,65,6991 43,36 58,7604 64,5 64,1867 35,6 78
163,Dy,66,6271 01,0 05,7994 18,36 36,7082 08,15 36
163,Ho,67,8408 11,3 11,5485 83,0 05,11586 93,27 96
163,Er,68,6904 52,4 58,6415 15,5 53,15904 04,25 21
163,Tm,69,9322 25,26 62,3683 17,5 48,20194 09,38 46
163,Yb,70,7544 06,21 15,5110 27,30 24,24390 90,54 94
163,Lu,71,10030 97,80 07,2254 03,31 89,28789 16,33 53
163,Hf,72,8165 99,26 35,3720 90,79 02,33071 299,14009 47
163,Ta,73,10825 75,64 63,654 59,39 10,*,85 44
163,W,74,8980 30,55 63,2416 97,74 24,*,61 58
163,Re,75,11572 197,707 99,5 63,*,197 8188,27 150
163,Os,76,9823 423,980 357,*,334 5410,13 10,99 18780
0164,Pm,61,3692 565,*,412 11391,565 8582,565 *,
164,Sm,62,5454 422,12142 499,17866 298,8978 423,6997 422,132 499
164,Eu,63,4967 132,9950 319,11601 114,11859 226,8155 114,2501 319
164,Gd,64,6531 103,10578 122,6169 102,9640 108,6882 103,2544 103
164,Tb,65,5553 21,100 08,8053 05,100 36,173 93,102 93
164,Dy,66,7658 11,0 07,8660 86,4 00,4950 55,15 37
164,Ho,67,6674 48,1 41,5889 30,1 41,10339 13,27 99
164,Er,68,8846 48,4 58,6853 52,0 13,14124 39,15 84
164,Tm,69,7246 63,25 01,4025 28,24 83,18621 23,37 09
164,Yb,70,9789 64,21 15,5577 67,16 31,22781 66,18 12
164,Lu,71,7922 28,39 52,2632 25,31 89,27169 93,61 30
164,Hf,72,10626 14,29 40,4316 07,32 11,31396 40,150 75
164,Ta,73,8819 49,47 22,1308 09,37 35,35939 316,16597 01
164,W,74,11398 88,53 63,2990 10,39 27,*,24 53
164,Re,75,9541 51,57 62,146 79,75 89,*,58 57
164,Os,76,12301 334,1708 83,151 06,*,247 5282,15 6
164,Ir,77,*,101 *,17807 435,7500 509,19143 348,
0165,Sm,62,3777 499,12227 566,19804 401,10152 566,7426 500,1389 566
165,Eu,63,5414 179,9910 328,14175 138,10707 328,8670 239,1292 330
165,Gd,64,4750 159,10361 167,8069 121,10743 138,7115 126,3723 230
165,Tb,65,6559 143,8081 145,2364 102,11459 103,8579 103,3784 108
165,Dy,66,5715 96,0 05,8823 61,100 00,3317 22,26 55
165,Ho,67,7988 82,1 15,6220 01,0 83,8456 76,26 56
165,Er,68,6650 04,0 59,6829 08,1 54,12886 10,27 96
165,Tm,69,9096 90,24 45,4275 70,1 55,17081 77,13 96
165,Yb,70,7349 28,30 67,5680 32,36 05,21434 36,36 44
165,Lu,71,9871 19,38 54,2713 79,30 67,25782 47,35 51
165,Hf,72,7888 32,32 11,4282 11,39 52,29841 198,13866 71
165,Ta,73,10636 37,31 19,1318 32,20 23,34255 159,14126 64
165,W,74,8696 58,26 77,2867 19,37 48,*,41 45
165,Re,75,11258 66,59 44,287 01,22 51,*,22 57
165,Os,76,9444 247,1612 203,*,197 5570,35 9,76 17851
165,Ir,77,12320 352,1541 50,*,338 7712,339 16555,252
0166,Sm,62,4993 566,*,400 8852,565 7384,565 *,
166,Eu,63,4555 384,10688 537,15864 358,11605 466,8376 466,1688 537
166,Gd,64,6148 230,11095 239,10396 196,9562 226,6819 206,1837 357
